50
18 48 372
18 49 257
18 50 559
19 20 185
19 21 607
19 22 794
19 23 296
19 24 485
19 25 961
19 26 970
19 27 339
19 28 501
19 29 697
19 30 818
19 31 573
19 32 592
19 33 184
19 34 784
19 35 196
19 36 752
19 37 361
19 38 323
19 39 761
19 40 421
19 41 158
19 42 371
19 43 134
19 44 939
19 45 834
19 46 365
19 47 654
19 48 406
19 49 339
19 50 409
20 21 910
20 22 608
20 23 930
20 24 386
20 25 521
20 26 730
20 27 988
20 28 781
20 29 485
20 30 862
20 31 503
20 32 648
20 33 310
20 34 216
20 35 468
20 36 614
20 37 944
20 38 242
20 39 844
20 40 854
20 41 641
20 42 908
20 43 763
20 44 682
20 45 505
20 46 233
20 47 735
20 48 913
20 49 989
20 50 400
21 22 663
21 23 247
21 24 615
21 25 111
21 26 186
21 27 299
21 28 507
21 29 924
21 30 833
21 31 546
21 32 917
21 33 712
21 34 266
21 35 227
21 36 328
21 37 248
21 38 488
21 39 441
21 40 140
21 41 416
21 42 132
21 43 547
21 44 117
21 45 792
21 46 292
21 47 438
21 48 765
21 49 290
21 50 250
22 23 652
22 24 817
22 25 631
22 26 945
22 27 268
22 28 778
22 29 881
22 30 327
22 31 179
22 32 843
22 33 408
22 34 317
22 35 552
22 36 469
22 37 382
22 38 608
22 39 646
22 40 547
22 41 924
22 42 850
22 43 292
22 44 582
22 45 679
22 46 737
22 47 447
22 48 707
22 49 833
22 50 108
23 24 476
23 25 764
23 26 445
23 27 877
23 28 319
23 29 484
23 30 296
23 31 755
23 32 481
23 33 509
23 34 846
23 35 534
23 36 639
23 37 182
23 38 209
23 39 804
23 40 851
23 41 835
23 42 656
23 43 907
23 44 990
23 45 960
23 46 839
23 47 661
23 48 775
23 49 170
23 50 586
24 25 637
24 26 637
24 27 965
24 28 739
24 29 334
24 30 906
24 31 550
24 32 267
24 33 635
24 34 911
24 35 746
24 36 656
24 37 936
24 38 778
24 39 250
24 40 232
24 41 224
24 42 589
24 43 326
24 44 154
24 45 296
24 46 557
24 47 763
24 48 706
24 49 717
24 50 263
25 26 739
25 27 688
25 28 590
25 29 711
25 30 578
25 31 852
25 32 226
25 33 219
25 34 235
25 35 117
25 36 925
25 37 486
25 38 446
25 39 981
25 40 838
25 41 705
25 42 617
25 43 366
25 44 880
25 45 772
25 46 237
25 47 673
25 48 534
25 49 424
25 50 880
26 27 170
26 28 410
26 29 728
26 30 670
26 31 368
26 32 996
26 33 619
26 34 780
26 35 879
26 36 512
26 37 581
26 38 621
26 39 283
26 40 312
26 41 225
26 42 369
26 43 303
26 44 622
26 45 777
26 46 919
26 47 174
26 48 734
26 49 582
26 50 655
27 28 956
27 29 647
27 30 890
27 31 715
27 32 257
27 33 254
27 34 837
27 35 514
27 36 841
27 37 404
27 38 708
27 39 498
27 40 640
27 41 665
27 42 551
27 43 669
27 44 557
27 45 661
27 46 413
27 47 925
27 48 439
27 49 979
27 50 919
28 29 731
28 30 714
28 31 467
28 32 845
28 33 549
28 34 535
28 35 464
28 36 750
28 37 714
28 38 908
28 39 354
28 40 374
28 41 203
28 42 192
28 43 449
28 44 538
28 45 840
28 46 804
28 47 928
28 48 408
28 49 874
28 50 777
29 30 978
29 31 305
29 32 337
29 33 277
29 34 369
29 35 762
29 36 835
29 37 186
29 38 798
29 39 717
29 40 784
29 41 472
29 42 938
29 43 215
29 44 588
29 45 154
29 46 285
29 47 464
29 48 422
29 49 243
29 50 113
30 31 953
30 32 622
30 33 571
30 34 823
30 35 577
30 36 240
30 37 989
30 38 306
30 39 951
30 40 951
30 41 898
30 42 491
30 43 530
30 44 100
30 45 560
30 46 834
30 47 458
30 48 882
30 49 455
30 50 117
31 32 796
31 33 608
31 34 546
31 35 837
31 36 975
31 37 912
31 38 156
31 39 960
31 40 748
31 41 165
31 42 584
31 43 796
31 44 721
31 45 944
31 46 750
31 47 246
31 48 773
31 49 979
31 50 900
32 33 388
32 34 971
32 35 283
32 36 235
32 37 266
32 38 845
32 39 472
32 40 884
32 41 142
32 42 837
32 43 988
32 44 418
32 45 807
32 46 121
32 47 839
32 48 824
32 49 610
32 50 705
33 34 827
33 35 408
33 36 180
33 37 539
33 38 790
33 39 923
33 40 786
33 41 471
33 42 290
33 43 969
33 44 305
33 45 302
33 46 581
33 47 649
33 48 891
33 49 791
33 50 783
34 35 111
34 36 422
34 37 168
34 38 819
34 39 586
34 40 293
34 41 166
34 42 684
34 43 247
34 44 532
34 45 335
34 46 813
34 47 564
34 48 910
34 49 582
34 50 495
35 36 685
35 37 684
35 38 687
35 39 850
35 40 677
35 41 206
35 42 484
35 43 417
35 44 749
35 45 884
35 46 692
35 47 975
35 48 674
35 49 637
35 50 523
36 37 427
36 38 250
36 39 168
36 40 878
36 41 697
36 42 750
36 43 970
36 44 537
36 45 998
36 46 639
36 47 796
36 48 895
36 49 168
36 50 221
37 38 171
37 39 820
37 40 661
37 41 571
37 42 551
37 43 104
37 44 854
37 45 939
37 46 435
37 47 591
37 48 883
37 49 927
37 50 574
38 39 491
38 40 189
38 41 603
38 42 205
38 43 278
38 44 942
38 45 257
38 46 758
38 47 878
38 48 131
38 49 947
38 50 492
39 40 717
39 41 310
39 42 355
39 43 779
39 44 321
39 45 684
39 46 492
39 47 339
39 48 557
39 49 333
39 50 190
40 41 851
40 42 939
40 43 660
40 44 474
40 45 799
40 46 469
40 47 482
40 48 207
40 49 174
40 50 408
41 42 540
41 43 482
41 44 250
41 45 536
41 46 601
41 47 112
41 48 908
41 49 922
41 50 862
42 43 441
42 44 226
42 45 458
42 46 507
42 47 705
42 48 522
42 49 755
42 50 549
43 44 598
43 45 613
43 46 880
43 47 642
43 48 735
43 49 860
43 50 956
44 45 459
44 46 270
44 47 209
44 48 216
44 49 754
44 50 413
45 46 409
45 47 588
45 48 926
45 49 748
45 50 717
46 47 400
46 48 723
46 49 890
46 50 777
47 48 692
47 49 649
47 50 685
48 49 980
48 50 806
49 50 268
